map_name	utterance	trajectory	path_names	path_idxs
brown	Go straight from Brown Bear to P-131317 and then go straight to War Memorial. Then go straight to Marcus Aurelius. Lastly, go straight to Campus Market.	Brown Bear|P-131317|War Memorial|Marcus Aurelius|Campus Market	7|3|5|6|2	path_5.png
brown	Begin at Marcus Aurelius. End at War Memorial	Marcus Aurelius|War Memorial	6|5	path_256.png
brown	Start at Marcus Aurelius and go to the War Memorial.	Marcus Aurelius|War Memorial	6|5	path_256.png
brown	go from marcus aurelius to war memorial	Marcus Aurelius|War Memorial	6|5	path_256.png
brown	{}	Slavery Memorial|Campus Market|Marcus Aurelius	4|2|6	path_508.png
brown	Start at Slavery Memorial and go up and to the right till you reach Campus Market. Then from Campus Market go left and up to Marcus Aurelius.	Slavery Memorial|Campus Market|Marcus Aurelius	4|2|6	path_508.png
brown	Go from the Slavery Memorial to the Campus Market. Finish by flying to Marcus Aurelius.	Slavery Memorial|Campus Market|Marcus Aurelius	4|2|6	path_508.png
brown	Go northeast form the Slavery Memorial until you reach Campus Market. Then go northwest until you get to Marcus Aurelius. Go north to Brown Bear from here. Now go east to arrive at Starbucks.	Slavery Memorial|Campus Market|Marcus Aurelius|Brown Bear|Starbucks	4|2|6|7|0	path_6.png
brown	Leave Slavery Memorial and go straight to Campus Market. Then go straight to Marcus Aurelius. From there go straight to Star bucks.	Slavery Memorial|Campus Market|Marcus Aurelius|Brown Bear|Starbucks	4|2|6|7|0	path_6.png
brown	From Slavery Memorial head Northeast to Campus Market.  From Campus Market head Northwest to Marcus Aurelius.  Then head North to Brown Bear.  From Brown Bear head East to the StarBucks	Slavery Memorial|Campus Market|Marcus Aurelius|Brown Bear|Starbucks	4|2|6|7|0	path_6.png
brown	From Marcus Aurelius, go to the Campus Market and then to the Blue Room	Marcus Aurelius|Campus Market|Blue Room	6|2|1	path_257.png
brown	From Marcus Aurelius go to campus market, then the Blue Room.	Marcus Aurelius|Campus Market|Blue Room	6|2|1	path_257.png
brown	marcus aurelius down and to the right to campus market then down and to the right slighty to blue room	Marcus Aurelius|Campus Market|Blue Room	6|2|1	path_257.png
brown	Go straight from Starbucks to P-131317 and then go straight to Brown Bear. Then go straight to Campus Market.Then go straight to Blue Room. Lastly, go straight to Blue Room.	Starbucks|P-131317|Brown Bear|Marcus Aurelius|Campus Market|Blue Room	0|3|7|6|2|1	path_7.png
brown	Starting at Starbucks, proceed to P-131317 and then to Brown Bear. Go on to Marcus Aurelius, and then go to the Campus Market and finally to the Blue Room.	Starbucks|P-131317|Brown Bear|Marcus Aurelius|Campus Market|Blue Room	0|3|7|6|2|1	path_7.png
brown	From Starbucks head straight over to P-131317. Your next stop from here will be Brown Bear. After Brown Bear, Marcus Aurelius will be the next destination. Proceed from there to the Campus Market before ending at the Blue Room.	Starbucks|P-131317|Brown Bear|Marcus Aurelius|Campus Market|Blue Room	0|3|7|6|2|1	path_7.png
brown	NA	Starbucks|War Memorial|Marcus Aurelius|Campus Market|Blue Room	0|5|6|2|1	path_509.png
brown	Leave Starbucks and go to the War Memorial before heading to Marcus Aurelius, then stop at the Campus Market before ending at the Blue Room.	Starbucks|War Memorial|Marcus Aurelius|Campus Market|Blue Room	0|5|6|2|1	path_509.png
brown	go from starbucks to war memorial to marcus aurelius to campus market to blue room	Starbucks|War Memorial|Marcus Aurelius|Campus Market|Blue Room	0|5|6|2|1	path_509.png
brown	Go from Marcus Aurelius down to the Campus Market, then a little further south to the Blue Room.	Marcus Aurelius|Campus Market|Blue Room	6|2|1	path_510.png
brown	Start at Marcus Aurelius and move to Campus Market.
Once there move down to Blue Room.	Marcus Aurelius|Campus Market|Blue Room	6|2|1	path_510.png
brown	Go from marcus aurelius to campus market to blue room	Marcus Aurelius|Campus Market|Blue Room	6|2|1	path_510.png
brown	cannot see trajectory. Therefore, no instructions can be provided.	P-131317|Brown Bear	3|7	path_756.png
brown	Travel from P-131317 to Brown Bear directly.	P-131317|Brown Bear	3|7	path_756.png
brown	Go from P-131317 to Brown Bear.	P-131317|Brown Bear	3|7	path_756.png
brown	Go from brown bear to p-131317 to marcus aurelius to campus market to blue room to slavery memorial	Brown Bear|P-131317|Marcus Aurelius|Campus Market|Blue Room|Slavery Memorial	7|3|6|2|1|4	path_9.png
brown	Go straight from Brown Bear to P-131317 and then go straight to Marcus Aurelius. Then go straight to Campus Market. Then go straight to Blue Room. Lastly, go straight to Slavery Memorial.	Brown Bear|P-131317|Marcus Aurelius|Campus Market|Blue Room|Slavery Memorial	7|3|6|2|1|4	path_9.png
brown	{}	Brown Bear|P-131317|Marcus Aurelius|Campus Market|Blue Room|Slavery Memorial	7|3|6|2|1|4	path_9.png
brown	A1A8TN89Y1EIZU	Blue Room|Slavery Memorial|Campus Market|Marcus Aurelius|Brown Bear|P-131317	1|4|2|6|7|3	path_258.png
brown	Start at the Blue Room and go to the Slavery Memorial. Then turn back to the right and head to Campus Market. Once there, turn left to Marcus Aurelius, and then right to the Brown Bear. Once there, make another right and go directly to P-131317, bypassing the War Memorial on your left.	Blue Room|Slavery Memorial|Campus Market|Marcus Aurelius|Brown Bear|P-131317	1|4|2|6|7|3	path_258.png
brown	Begin at Blue Room then proceed south to Slavery Memorial. Next, continue northeast to Campus Market then turn left and proceed west to Marcus Aurelius. At Marcus Aurelius, head north to Brown Bear then turn right and continue east to P131317. Stop at P131317.	Blue Room|Slavery Memorial|Campus Market|Marcus Aurelius|Brown Bear|P-131317	1|4|2|6|7|3	path_258.png
brown	go from P-131317 to war memorial to starbucks to brown bear	P-131317|War Memorial|Starbucks|Brown Bear	3|5|0|7	path_757.png
brown	From P-131317 head to War Memorial, then way on over to Starbucks. One you get there, turn back around and go Brown Bear.	P-131317|War Memorial|Starbucks|Brown Bear	3|5|0|7	path_757.png
brown	Start at P-131317, go to War Memorial, then go to Starbucks. End at Brown Bear.	P-131317|War Memorial|Starbucks|Brown Bear	3|5|0|7	path_757.png
brown	From Campus Market go NW to Marcus Aurelius.
From Marcus Aurelius go NE to P-131317. 
From P-131317 go slightly SW to War Memorial.	Campus Market|Marcus Aurelius|P-131317|War Memorial	2|6|3|5	path_10.png
brown	At starting point Campus Market head Northwest to Marcus Aurelius then proceed Northeast until you reach P-131317 once there head east to War Memorial and stop there.	Campus Market|Marcus Aurelius|P-131317|War Memorial	2|6|3|5	path_10.png
brown	Go northwest form the Campus Market until you get to Marcus Aurelius. Then go northeast until you reach P-131317. Then go west to get to the War Memorial.	Campus Market|Marcus Aurelius|P-131317|War Memorial	2|6|3|5	path_10.png
brown	go from campus market to blue room	Campus Market|Blue Room	2|1	path_511.png
brown	Start at the Campus Market and go to the Blue Room.	Campus Market|Blue Room	2|1	path_511.png
brown	There is no graph to refer to nothing has loaded	Campus Market|Blue Room	2|1	path_511.png
brown	Go north form the Blue Room to reach the Campus Market. Then go northwest until you get to Marcus Aurelius. Then head north to Brown Bear. Go east from here to arrive at the War Memorial.	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|War Memorial	1|2|6|7|5	path_11.png
brown	Start out at Blue room and head north to Campus Market.  Then take a slight west direction heading North until you reach Marcus Aurelius then proceed north to Brown Bear and then head east to War Memorial and stop there.	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|War Memorial	1|2|6|7|5	path_11.png
brown	Go straight from Blue Room to Campus Market and then go straight to Marcus Aurelius. Then go straight to Brown Bear. Lastly, go straight to War Memorial.	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|War Memorial	1|2|6|7|5	path_11.png
brown	Starting at starbucks continue straight to the war memorial.  Head slight left from there to brown bear.  From there turn left and go to marcus aurelius.  Then turn sharp left and head to p-131317	Starbucks|War Memorial|Brown Bear|Marcus Aurelius|P-131317	0|5|7|6|3	path_758.png
brown	Please leave from Starbucks and go to P-131317. From there go to the War Memorial, then to Brown Bear, and then to Marcus Aurelius. From there, head back to P-131317.	Starbucks|War Memorial|Brown Bear|Marcus Aurelius|P-131317	0|5|7|6|3	path_758.png
brown	Go straight from Starbucks to War Memorial and then go straight to Brown Bear. Then go straight to Marcus Aurelius. Then go straight to P-131317.	Starbucks|War Memorial|Brown Bear|Marcus Aurelius|P-131317	0|5|7|6|3	path_758.png
brown	Head north-northeast from Blue Room to Campus Market. From there, head northwest to Marcus Aurelius.	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_259.png
brown	go from blue room to campus market to marcus aurelius	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_259.png
brown	Start at the Blue Rom and walk to the Slavery Memorial. Then turn right 170 degrees and walk to the Campus Market.	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_259.png
brown	Start out at Brown Bear and head west to War Memorial and continue west to Starbucks.  Then back track west until you reach P-131317 from there head south to Marcus Aurelius and then proceed south to Campus Market and stop here.	Brown Bear|War Memorial|Starbucks|P-131317|Marcus Aurelius|Campus Market	7|5|0|3|6|2	path_12.png
brown	From Brown Bear go to War Memorial, then Starbucks. Return to P-131317 and go to Marcus Aurelius, then continue to Campus Market.	Brown Bear|War Memorial|Starbucks|P-131317|Marcus Aurelius|Campus Market	7|5|0|3|6|2	path_12.png
brown	Starting at Brown Bear, continue down the street passing the War Memorial and P-131317 to Starbucks.  From Starbucks, head the other way down the street.  Turn left at P-131317 and then left at Marcus Aurelius and down to the Campus Market.	Brown Bear|War Memorial|Starbucks|P-131317|Marcus Aurelius|Campus Market	7|5|0|3|6|2	path_12.png
brown	Begin at Starbucks and head directly to the War Memorial, passing through but not stopping at P-131317. Then continue ahead to the Brown Bear. Once there, make a left and end at Marcus Aurelius.	Starbucks|War Memorial|Brown Bear|Marcus Aurelius	0|5|7|6	path_514.png
brown	Head from Starbucks to War Memorial, then to Brown Bear, and end your journey at Marcus Aurelius.	Starbucks|War Memorial|Brown Bear|Marcus Aurelius	0|5|7|6	path_514.png
brown	Start at Starbucks and go left to P-131317. Then go to War Memorial then to Brown Bear then to Marcus Aurelius.	Starbucks|War Memorial|Brown Bear|Marcus Aurelius	0|5|7|6	path_514.png
brown	Start at the Campus Market and go to Marcus Aurelius. Continue to the War Memorial and finish at Brown Bear.	Campus Market|Marcus Aurelius|War Memorial|Brown Bear	2|6|5|7	path_759.png
brown	Go straight from Campus Market to Marcus Aurelius and then go straight to War Memorial. Lastly, go straight to Brown Bear.	Campus Market|Marcus Aurelius|War Memorial|Brown Bear	2|6|5|7	path_759.png
brown	First, begin at Campus Market then turn left and continue west to Marcus Aurelius. Then, continue northeast to War Memorial. Finally, turn left then stop at Brown Bear.	Campus Market|Marcus Aurelius|War Memorial|Brown Bear	2|6|5|7	path_759.png
brown	Go northeast from the Slave Memorial to reach Campus Market. Then go northwest to arrive at Marcus Aurelius. Now go northeast to P-131317. From there go west to arrive at the War Memorial.	Slavery Memorial|Campus Market|Marcus Aurelius|P-131317|War Memorial	4|2|6|3|5	path_13.png
brown	From Slavery Memorial go NE to Campus Market.
From Campus Market go NW to Marcus Aurelius.
From Marcus Aurelius go NE to P-131317.
From P-131317 go West to War Memorial.	Slavery Memorial|Campus Market|Marcus Aurelius|P-131317|War Memorial	4|2|6|3|5	path_13.png
brown	Go straight from Slavery Memorial to Campus Market and then go straight to Marcus Aurelius. Then go straight to P-131317. Lastly, go straight to War Memorial.	Slavery Memorial|Campus Market|Marcus Aurelius|P-131317|War Memorial	4|2|6|3|5	path_13.png
brown	Go from P-131317 to Starbucks. Then go to War Memorial.	P-131317|War Memorial|Starbucks	3|5|0	path_261.png
brown	Start at P-131317 and go to Starbucks and then across to the War Memorial.	P-131317|War Memorial|Starbucks	3|5|0	path_261.png
brown	Go straight from P-131317 to Starbucks and then go straight to War Memorial.	P-131317|War Memorial|Starbucks	3|5|0	path_261.png
brown	Fly from P-131317 to Brown Bear and finish there.	P-131317|Brown Bear	3|7	path_762.png
brown	go from p-131317 to brown bear	P-131317|Brown Bear	3|7	path_762.png
brown	Begin at P131317 and head west to brown bear. Make no additional stops	P-131317|Brown Bear	3|7	path_762.png
brown	Travel from Starbucks to P-131317 before heading to the War Memorial and finishing your journey at Marcus Aurelius.	Starbucks|P-131317|War Memorial|Marcus Aurelius	0|3|5|6	path_516.png
brown	Keep going forward	Starbucks|P-131317|War Memorial|Marcus Aurelius	0|3|5|6	path_516.png
brown	Starting out from Starbucks, proceed to P-131317. From there, head to the War Memorial. At the War Memorial, turn and go to Marcus Aurelius.	Starbucks|P-131317|War Memorial|Marcus Aurelius	0|3|5|6	path_516.png
brown	Go straight from Blue Room to Campus Market and then go straight to Marcus Aurelius.	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_15.png
brown	Go north from Blue Room to reach Campus Market. From Campus Market, go northwest until you arrive at Marcus Aurelius.	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_15.png
brown	starting at blue room head in a 1 oclock direction to campus market.turn left at a 45 degree angle to marcus Aurelius	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_15.png
brown	Go straight from Blue Room to Campus Market and then go straight to Marcus Aurelius. Then go straight to Brown Bear. Then go straight to P-131317. Lastly, go straight to War Memorial.	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|P-131317|War Memorial	1|2|6|7|3|5	path_262.png
brown	Start at Blue Room. Go straight to Campus Market. From Campus Market go to Marcus Aurelius. From Marcus Aurelius go to Brown Bear. From Brown Bear go to point P-131317.From the point P-131317 go to War Memorial	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|P-131317|War Memorial	1|2|6|7|3|5	path_262.png
brown	NA	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|P-131317|War Memorial	1|2|6|7|3|5	path_262.png
brown	starting p131317 and head downward in a 45 degree angle ending at  marcus Aurelius	P-131317|Marcus Aurelius	3|6	path_16.png
brown	Go from P-131317 to Marcus Aurelius	P-131317|Marcus Aurelius	3|6	path_16.png
brown	Fly in a straight line directly to Marcus Aurelius	P-131317|Marcus Aurelius	3|6	path_16.png
brown	Go straight from Starbucks to War Memorial and then go straight to Brown Bear.	Starbucks|War Memorial|Brown Bear	0|5|7	path_763.png
brown	From Starbucks, travel directly to the War Memorial and then to Brown Bear.	Starbucks|War Memorial|Brown Bear	0|5|7	path_763.png
brown	From Starbucks to the War Memorial then finish at Brown Bear.	Starbucks|War Memorial|Brown Bear	0|5|7	path_763.png
brown	Start at the Campus Market Landmark and turn until you are facing the Blue Room landmark. Follow the short path straight to the blue room and stop here.	Campus Market|Blue Room	2|1	path_17.png
brown	Go slightly southwest from the Campus Market to reach the Blue Room.	Campus Market|Blue Room	2|1	path_17.png
brown	Go straight from Campus Market to Blue Room.	Campus Market|Blue Room	2|1	path_17.png
brown	Begin at Starbucks and go directly to the Brown Bear, bypassing P-131317 and the War Memorial on your right. Turn left and go to Marcus Aurelius, and then make a near u-turn and head back to the left to the War Memorial.	Starbucks|Brown Bear|Marcus Aurelius|War Memorial	0|7|6|5	path_264.png
brown	Go straight from Brown Bear to Marcus Aurelius and then go straight to War Memorial.	Starbucks|Brown Bear|Marcus Aurelius|War Memorial	0|7|6|5	path_264.png
brown	Go from Starbucks to Brown Bear. Then go to Marcus Aurelius. Then go to War Memorial.	Starbucks|Brown Bear|Marcus Aurelius|War Memorial	0|7|6|5	path_264.png
brown	Start at Brown Bear, go east and a little north to P-131317, west to War Memorial, then far east to Starbucks.	Brown Bear|P-131317|War Memorial|Starbucks	7|3|5|0	path_764.png
brown	Go straight from Brown Bear to P-131317 and then go straight to Starbucks. Lastly, go straight to War Memorial.	Brown Bear|P-131317|War Memorial|Starbucks	7|3|5|0	path_764.png
brown	go from brown bear to starbucks to p-131317 to war memorial	Brown Bear|P-131317|War Memorial|Starbucks	7|3|5|0	path_764.png
brown	From the Blue Room, head to the Campus Market before visiting Marcus Aurelius.	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_266.png
brown	First, start at Blue Room then continue north towards Campus Market. Next, turn left and continue west from Campus Market towards Marcus Aurelius. Stop at Marcus Aurelius.	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_266.png
brown	Please leave from Blue Room and go to the Campus Market. From there, head to Marcus Aurelius.	Blue Room|Campus Market|Marcus Aurelius	1|2|6	path_266.png
brown	go from starbucks to war memorial	Starbucks|War Memorial	0|5	path_517.png
brown	Begin at Starbucks, go to P-131317. End at War Memorial	Starbucks|War Memorial	0|5	path_517.png
brown	start at war memorial taking right over to starbucks. turn around left ending at war memorial	Starbucks|War Memorial	0|5	path_517.png
brown	start at Starbucks, continue down P-131317, take a left at Big Bear, continue straight, take a left at Marcus Aurelius. cotinue straight, take a right at Campus Market, take another right and end at Blue Room	Starbucks|P-131317|Brown Bear|Marcus Aurelius|Campus Market|Blue Room	0|3|7|6|2|1	path_18.png
brown	Go from starbucks to p-131317 to brown bear to marcus aurelius to campus market to the blue room	Starbucks|P-131317|Brown Bear|Marcus Aurelius|Campus Market|Blue Room	0|3|7|6|2|1	path_18.png
brown	Go straight from Starbucks to P-131317 and then go straight to Brown Bear. Then go straight to Marcus Aurelius. Then go straight to Campus Market. Lastly, go straight to Blue Room.	Starbucks|P-131317|Brown Bear|Marcus Aurelius|Campus Market|Blue Room	0|3|7|6|2|1	path_18.png
brown	Keep going straight	P-131317|Brown Bear|Starbucks	3|7|0	path_765.png
brown	From P-131317, go west and slightly south to reach Brown Bear. From there, go back east and slightly north about three times the first distance.	P-131317|Brown Bear|Starbucks	3|7|0	path_765.png
brown	got from p-131317 to brown bear then to the left to starbucks	P-131317|Brown Bear|Starbucks	3|7|0	path_765.png
brown	You will be starting at the Blue Room.  From the Blue Room, you will walk Southwest for a while until you reach the Slavery Memorial.  Once you have arrived there, you are at your destination.	Blue Room|Slavery Memorial	1|4	path_268.png
brown	Go straight from Blue Room to Slavery Memorial.	Blue Room|Slavery Memorial	1|4	path_268.png
brown	go from blue room to slavery memorial	Blue Room|Slavery Memorial	1|4	path_268.png
brown	Start at the War Memorial, move to Marcus Aurelius, then head to Campus Market, from there go to the Blue Room, the last stop will be the Slavery Memorial.	War Memorial|Marcus Aurelius|Campus Market|Blue Room|Slavery Memorial	5|6|2|1|4	path_766.png
brown	Go straight from War Memorial to Marcus Aurelius and then go straight to Campus Market. Then go straight to Blue Room. Lastly, go straight to Slavery Memorial.	War Memorial|Marcus Aurelius|Campus Market|Blue Room|Slavery Memorial	5|6|2|1|4	path_766.png
brown	go from war memorial to marcus aurelius to campus market to blue room to slavery memorial	War Memorial|Marcus Aurelius|Campus Market|Blue Room|Slavery Memorial	5|6|2|1|4	path_766.png
brown	Start at the War Memorial and go to P-131317, then to Marcus Aurelius and Brown Bear, and finish at Starbucks.	War Memorial|P-131317|Marcus Aurelius|Brown Bear|Starbucks	5|3|6|7|0	path_269.png
brown	go from war memorial to p-131317 to marcus aurelius to brown bear to starbucks	War Memorial|P-131317|Marcus Aurelius|Brown Bear|Starbucks	5|3|6|7|0	path_269.png
brown	Go straight from War Memorial to P-131317 and then go straight to Marcus Aurelius. Then go straight to Brown Bear. Lastly, go straight to Starbucks.	War Memorial|P-131317|Marcus Aurelius|Brown Bear|Starbucks	5|3|6|7|0	path_269.png
brown	from p-131317 go to the left to war memorial then to the right to starbucks	P-131317|War Memorial|Starbucks	3|5|0	path_519.png
brown	NA	P-131317|War Memorial|Starbucks	3|5|0	path_519.png
brown	Please go straight from war memorial, to P-131317. Then go to stabucks. From starbucks, head straight back to War memorial.	P-131317|War Memorial|Starbucks	3|5|0	path_519.png
brown	go from war memorial to marcus aurelius to brown bear to starbucks to p-131317	War Memorial|Marcus Aurelius|Brown Bear|Starbucks|P-131317	5|6|7|0|3	path_767.png
brown	go forward, turn left, continue forward. continue, until full stop at landmark.	War Memorial|Marcus Aurelius|Brown Bear|Starbucks|P-131317	5|6|7|0|3	path_767.png
brown	Begin at War Memorial, go to Marcus Aurelius, then to Brown Bear. Then go to Starbucks and end at P-131317.	War Memorial|Marcus Aurelius|Brown Bear|Starbucks|P-131317	5|6|7|0|3	path_767.png
brown	Go straight from War Memorial to Brown Bear and then go straight to Marcus Aurelius. Lastly, go straight to P-131317.	War Memorial|Brown Bear|Marcus Aurelius|P-131317	5|7|6|3	path_19.png
brown	From War Memorial go slightly SW to Brown Bear.
From Brown Bear go slightly SW to Marcus Aurelius.
From Marcus Aurelius go NE to P-131317.	War Memorial|Brown Bear|Marcus Aurelius|P-131317	5|7|6|3	path_19.png
brown	Go west from the War Memorial to reach Brown Bear. Now head south to Marcus Aurelius. Then go northeast to reach P-131317.	War Memorial|Brown Bear|Marcus Aurelius|P-131317	5|7|6|3	path_19.png
brown	Go straight from Brown Bear to Marcus Aurelius and then go straight to P-131317. Then go straight to Starbucks. Lastly, go straight to War Memorial.	Brown Bear|Marcus Aurelius|P-131317|Starbucks|War Memorial	7|6|3|0|5	path_270.png
brown	Go from Brown Bear to Marcus Aurelius, then to P.131 317. Then go to Starbucks and back through P.131 317 to War Memorial.	Brown Bear|Marcus Aurelius|P-131317|Starbucks|War Memorial	7|6|3|0|5	path_270.png
brown	Begin at Brown Bear. Go to Marcus Aurelius, then to P-131317. Go to War Memorial, then to Starbucks.	Brown Bear|Marcus Aurelius|P-131317|Starbucks|War Memorial	7|6|3|0|5	path_270.png
brown	Go from the Blue Room to the Slavery Memorial.	Blue Room|Slavery Memorial	1|4	path_520.png
brown	go from blue room to slavery memorial	Blue Room|Slavery Memorial	1|4	path_520.png
brown	Starting at Blue Room, turn slight left and proceed south towards Slavery Market. Stop at Slavery Market.	Blue Room|Slavery Memorial	1|4	path_520.png
brown	From the Slavery Memorial go northeast until you arrive at the Blue Room.	Slavery Memorial|Blue Room	4|1	path_20.png
brown	starting at slavery memorial and head up to 2 oclock ending at blue room	Slavery Memorial|Blue Room	4|1	path_20.png
brown	Leave the Slavery Memorial and go straight to the Blue Room.	Slavery Memorial|Blue Room	4|1	path_20.png
brown	Begin at slavery memorial and go north east to the blue room and then a short distance north east to campus market. After that, go north west a long distance to Marcus Aurelius. Head north to Brown bear.	Slavery Memorial|Blue Room|Campus Market|Marcus Aurelius|Brown Bear	4|1|2|6|7	path_768.png
brown	Starting at the Slavery Memorial, fly first to the Blue Room and next to the Campus Market. Go on to Marcus Aurelius and finish at Brown Bear.	Slavery Memorial|Blue Room|Campus Market|Marcus Aurelius|Brown Bear	4|1|2|6|7	path_768.png
brown	Start at the Slavery Memorial and go North East to the Blue Room. 
Once at the Blue room move North to the Campus market. 
After reaching the Campus Market go North West to Marcus Aurelius.
Once there go North to Brown bear.	Slavery Memorial|Blue Room|Campus Market|Marcus Aurelius|Brown Bear	4|1|2|6|7	path_768.png
brown	Travel Northeast from Blue Room To Campus Market. Once at Campus Market travel Northwest to Marcus Aurelius. From there, travel Northest to Brown Bear. Conclude by going Northeast to Starbucks.	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|Starbucks	1|2|6|7|0	path_521.png
brown	go from blue room to campus market to marcus aurelius to brown bear to starbucks	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|Starbucks	1|2|6|7|0	path_521.png
brown	Begin at Blue Room, go to Campus Market, then Marcus Aurelius, then Brown Bear. End at Starbucks	Blue Room|Campus Market|Marcus Aurelius|Brown Bear|Starbucks	1|2|6|7|0	path_521.png
brown	Go straight from P-131317 to Brown Bear and then go straight to Marcus Aurelius.	P-131317|Brown Bear|Marcus Aurelius	3|7|6	path_271.png
