map_name	utterance	trajectory	path_names	path_idxs
austin	start at the varsity plaza, and go up and gently left to reach mustangs. from mustangs, go up and left again to winged victory.	The Varsity Pizza|Mustangs|Winged Victory|Prometheus and Vulture	0|4|13|10	path_251.png
austin	start at prometheus and vulture, and go right and up to reach amphora.	Winged Victory|Amphora|Bass Concert Hall	13|12|5	path_495.png
austin	HOVER OVER AMPHORA	Winged Victory|Amphora|Bass Concert Hall	13|12|5	path_495.png
austin	Start on Winged Victory then go north to Amphora.	Winged Victory|Amphora|Bass Concert Hall	13|12|5	path_495.png
austin	Starting at the area where Bass Concert Hall, Prometheus and Vulture and Winged Victory are, head straight to Mustangs. Make a left and head straight to Circle with Towers. Veer slight right and continue straight to Pedogna.	Bass Concert Hall|Prometheus and Vulture|Mustangs|Circle with Towers|Pedogna	5|10|4|7|11	path_8.png
austin	Leave from Winged Victory and go to Mustangs.  Then head toward Pedogna, passing through Circle with Towers.	Bass Concert Hall|Prometheus and Vulture|Mustangs|Circle with Towers|Pedogna	5|10|4|7|11	path_8.png
austin	Start on Winged Victory then go southeast to Mustangs then south to Circle with Towers then south to Pedogna.	Bass Concert Hall|Prometheus and Vulture|Mustangs|Circle with Towers|Pedogna	5|10|4|7|11	path_8.png
austin	in this environmental is area e good and very aesthetic view of surrounding area i feel like living area very happy and well living place. nature is always beauty. environmental atmosphere wel	Winged Victory|Amphora|Bass Concert Hall|Mustangs|Prometheus and Vulture	13|12|5|4|10	path_496.png
austin	in this environmental is area e good and very aesthetic view of surrounding area i feel like living area very happy and well living place. nature is always beauty. environmental atmosphere well	Winged Victory|Amphora|Bass Concert Hall|Mustangs|Prometheus and Vulture	13|12|5|4|10	path_496.png
austin	begin at prometheus and vulture, and go sharply right and down to stop at mustangs. from mustangs, go all the way back up to amphora, beside prometheus and vulture.	Winged Victory|Amphora|Bass Concert Hall|Mustangs|Prometheus and Vulture	13|12|5|4|10	path_496.png
austin	Start on Diana the Huntress then southwest to Barbara Jordan Statue.	Diana the Huntress|Barbara Jordan Statue	3|1	path_253.png
austin	From Diana the Huntress go to Barbara Jordan Statue.	Diana the Huntress|Barbara Jordan Statue	3|1	path_253.png
austin	Begin at Diana the Huntress. Move left and a bit down to Barbara Jordan Statue.	Diana the Huntress|Barbara Jordan Statue	3|1	path_253.png
austin	Starting at Mustangs, go to Circle with Towers, then stop at The West.	Mustangs|Circle with Towers|The West	4|7|14	path_9.png
austin	Starting at Mustangs, travel to The West, going through Circle with Towers.	Mustangs|Circle with Towers|The West	4|7|14	path_9.png
austin	Mustangs south to Circle with Towers then southwest to The West.	Mustangs|Circle with Towers|The West	4|7|14	path_9.png
austin	Starting at Clock Knot head straight going left  to The Varsity Pizza. Make a slight left and head straight to Vermillion. Make a sharp right and continue straight to Diana the Huntress.	Clock Knot|The Varsity Pizza|Vermillion|Diana the Huntress	6|0|8|3	path_254.png
austin	Depart from Clock Knot, go to The Varsity Pizza, to Vermilion, then travel to and arrive at Diana the Huntress.	Clock Knot|The Varsity Pizza|Vermillion|Diana the Huntress	6|0|8|3	path_254.png
austin	Starting at Clock Knot, head to The Varsity Pizza, then Vermillion and then Diana the Huntress.	Clock Knot|The Varsity Pizza|Vermillion|Diana the Huntress	6|0|8|3	path_254.png
austin	Go from Winged Victory to Mustangs to The Varsity Pizza	Winged Victory|Bass Concert Hall|Prometheus and Vulture|Mustangs|The Varsity Pizza	13|5|10|4|0	path_497.png
austin	FROM WINGED VICTORY HEAD 5 OCLOCK TO MUSTANGS HEADING SOUTH TO THE VARSITY PIZZA AND MONOCHROME FOR AUSTIN	Winged Victory|Bass Concert Hall|Prometheus and Vulture|Mustangs|The Varsity Pizza	13|5|10|4|0	path_497.png
austin	Start on Winged Victory then go southwest to Mustangs then south to The Varsity Pizza Monochrome for Austin.	Winged Victory|Bass Concert Hall|Prometheus and Vulture|Mustangs|The Varsity Pizza	13|5|10|4|0	path_497.png
austin	Start on The Torchbearers then go north to Pedogna then north to Circle with Towers then north to Mustangs then northwest to Winged Victory.	The Torchbearers|Pedogna|Circle with Towers|Mustangs|Prometheus and Vulture	2|11|7|4|10	path_10.png
austin	Go north to winged victory	The Torchbearers|Pedogna|Circle with Towers|Mustangs|Prometheus and Vulture	2|11|7|4|10	path_10.png
austin	Starting from The Torchbearers, go to Pedogna, then Circle with Towers, then Mustangs and then Winged Victory.	The Torchbearers|Pedogna|Circle with Towers|Mustangs|Prometheus and Vulture	2|11|7|4|10	path_10.png
austin	The path goes from Barbara Jordan Statue to Monochrome for Austin to Mustangs to Amphora.	Barbara Jordan Statue|Monochrome for Austin|The Varsity Pizza|Mustangs|Amphora	1|9|0|4|12	path_498.png
austin	in this environmental is area e good and very aesthetic view of surrounding area i feel like living area very happy and well living place. nature is always beauty. environmental atmosphere wel	Barbara Jordan Statue|Monochrome for Austin|The Varsity Pizza|Mustangs|Amphora	1|9|0|4|12	path_498.png
austin	From Barbara Jordan Statue go to Monochrome for Austin. Then go to The Varsity Pizza. Next go to Mustangs. Finally go to Amphora.	Barbara Jordan Statue|Monochrome for Austin|The Varsity Pizza|Mustangs|Amphora	1|9|0|4|12	path_498.png
austin	Go from Amphora to Prometheus and Vulture	Prometheus and Vulture|Bass Concert Hall|Winged Victory|Amphora	10|5|13|12	path_255.png
austin	HOVER OVER BETWEEN AMPHORA AND PROMETHEUS AND VULTURE	Prometheus and Vulture|Bass Concert Hall|Winged Victory|Amphora	10|5|13|12	path_255.png
austin	go to the right then to the left	Prometheus and Vulture|Bass Concert Hall|Winged Victory|Amphora	10|5|13|12	path_255.png
austin	Head north to Mustangs	Barbara Jordan Statue|The Varsity Pizza|Mustangs|Winged Victory|Prometheus and Vulture	1|0|4|13|10	path_256.png
austin	From Barbara Jordan Statue go to Monochrome for Austin then to The Varsity Pizza then to Mustangs then to Winged Victory end at Prometheus and Vulture.	Barbara Jordan Statue|The Varsity Pizza|Mustangs|Winged Victory|Prometheus and Vulture	1|0|4|13|10	path_256.png
austin	Starting from Barbara Jordan Statue, go to The Varsity Pizza, and then to Mustangs. From Mustangs, go to Winged Victory, and then to Prometheus and Vulture.	Barbara Jordan Statue|The Varsity Pizza|Mustangs|Winged Victory|Prometheus and Vulture	1|0|4|13|10	path_256.png
austin	Go from the Circle with the Towers, then go to Monochrome for Austin, then to The Varisty Pizza and then to Diana the Huntress.	Circle with Towers|Monochrome for Austin|The Varsity Pizza|Diana the Huntress	7|9|0|3	path_11.png
austin	Starting at Circle with Towers, go to Monochrome for Austin, then turn left and go to The Varsity Pizza, then turn right and end at Diana the Huntress.	Circle with Towers|Monochrome for Austin|The Varsity Pizza|Diana the Huntress	7|9|0|3	path_11.png
austin	From Circle with Towers go to Monochrome for Austin, then proceed to The Varsity Pizza, and finally go to Diana the Huntress.	Circle with Towers|Monochrome for Austin|The Varsity Pizza|Diana the Huntress	7|9|0|3	path_11.png
austin	From Vermillion, go to Monochrome for Austin. Then go directly to Mustangs.	Vermillion|Monochrome for Austin|The Varsity Pizza|Mustangs	8|9|0|4	path_500.png
austin	Start on Vermillion then go east to Monochrome for Austin then go north to Mustangs.	Vermillion|Monochrome for Austin|The Varsity Pizza|Mustangs	8|9|0|4	path_500.png
austin	Starting at Vermillion, travel to Mustangs, going through Monochrome for Austin.	Vermillion|Monochrome for Austin|The Varsity Pizza|Mustangs	8|9|0|4	path_500.png
austin	Start on Barbara Jordan Statue then go east to Diana the Huntress then west to Pedogna.	Barbara Jordan Statue|Diana the Huntress|Pedogna	1|3|11	path_257.png
austin	From Barbara Jordan Statue go to Diana the Huntress. Then go to Pedogna.	Barbara Jordan Statue|Diana the Huntress|Pedogna	1|3|11	path_257.png
austin	Starting at Barbara Jordan Statue, travel to Pedogna, going through Diana the Huntress.	Barbara Jordan Statue|Diana the Huntress|Pedogna	1|3|11	path_257.png
austin	Starting at Diana the Huntress, go to Pedogna, then go to The Torchbearers, then end at Barbara Jordan Statue.	Diana the Huntress|Pedogna|The Torchbearers|Barbara Jordan Statue	3|11|2|1	path_501.png
austin	Start on Diana the Huntress then west to Pedogna then south to The Torchearers then east to Barbar Jordan Statue.	Diana the Huntress|Pedogna|The Torchbearers|Barbara Jordan Statue	3|11|2|1	path_501.png
austin	From Diana the Huntress go to Pedogna. Then go to The Torchbearers. Next go to Barbara Jordan Statue.	Diana the Huntress|Pedogna|The Torchbearers|Barbara Jordan Statue	3|11|2|1	path_501.png
austin	Start on Varsity Pizza then go west to Vermiillion then southeast to Diana the Huntress.	Monochrome for Austin|The Varsity Pizza|Vermillion|Diana the Huntress	9|0|8|3	path_12.png
austin	Starting at Monochrome for Austin, travel to Diana the Huntress, going through The Varsity Pizza and Vermilion	Monochrome for Austin|The Varsity Pizza|Vermillion|Diana the Huntress	9|0|8|3	path_12.png
austin	From Monochrome for Austin go to The Varsity Pizza. Then go to Vermillion. Next go to Diana the Huntress.	Monochrome for Austin|The Varsity Pizza|Vermillion|Diana the Huntress	9|0|8|3	path_12.png
austin	FROM AMPHORA  HEAD 5 OCLOCK TO MUSTANGS BEARING STILL DOWN TO THE VARSITY PIZZA	Winged Victory|Prometheus and Vulture|Bass Concert Hall|Amphora|Mustangs|The Varsity Pizza	13|10|5|12|4|0	path_503.png
austin	go to the right then to the left	Winged Victory|Prometheus and Vulture|Bass Concert Hall|Amphora|Mustangs|The Varsity Pizza	13|10|5|12|4|0	path_503.png
austin	Go from Amphora to Winged Victory to Mustangs to The Varsity Pizza	Winged Victory|Prometheus and Vulture|Bass Concert Hall|Amphora|Mustangs|The Varsity Pizza	13|10|5|12|4|0	path_503.png
austin	Start on Clock Knot then west to Vermillion then east to Monochrome for Austin then southeast to Diana the Huntress.	Clock Knot|Vermillion|Monochrome for Austin|Diana the Huntress	6|8|9|3	path_13.png
austin	Start at Clock knot and head to Vermillion. From there, head to Monochrome for Austin. Then, go to Diana the Huntress.	Clock Knot|Vermillion|Monochrome for Austin|Diana the Huntress	6|8|9|3	path_13.png
austin	Starting at Clock Knot, travel to Diana the Huntress, going through Vermillion and Monochrome for Austin.	Clock Knot|Vermillion|Monochrome for Austin|Diana the Huntress	6|8|9|3	path_13.png
austin	From Circle with Towers go to Monochrome for Austin. Then go to Diana the Huntress.	Circle with Towers|Monochrome for Austin|Diana the Huntress	7|9|3	path_258.png
austin	Starting from Circle with Towers, travel to Diana the Huntress, going through Monochrome for Austin.	Circle with Towers|Monochrome for Austin|Diana the Huntress	7|9|3	path_258.png
austin	Start on Circle with Towers then go east to Monochrome for Austin then southeast to Diana the Huntress.	Circle with Towers|Monochrome for Austin|Diana the Huntress	7|9|3	path_258.png
austin	Walk from Vermillion to Monochrome for Austin, then turn sharply right and walk to Circle with Towers.	Vermillion|Monochrome for Austin|Circle with Towers	8|9|7	path_14.png
austin	Go from Vermillion to Monochrome for Austin to Circle with Towers	Vermillion|Monochrome for Austin|Circle with Towers	8|9|7	path_14.png
austin	Start on Vermillion the east to Monochrome for Austin then west to Circle with Towers.	Vermillion|Monochrome for Austin|Circle with Towers	8|9|7	path_14.png
austin	in this environmental is area e good and very aesthetic view of surrounding area i feel like living area very happy and well living place. nature is always beauty. environmental atmosphere well	The Torchbearers|Pedogna|Circle with Towers|Vermillion|Mustangs	2|11|7|8|4	path_504.png
austin	start at the torchbearers, and go right and continue up to pedogna, and then straight up from there to circle with towers. go slightly right and up to vermillion, and then slightly right and up again until you reach mustangs.	The Torchbearers|Pedogna|Circle with Towers|Vermillion|Mustangs	2|11|7|8|4	path_504.png
austin	Start at The Torchbearers. Travel northeast to Pedogna. From there, travel north until you reach Circle with Towers. From there, travel northwest to Vermillion. Turn and travel north-northeast until you reach Mustangs.	The Torchbearers|Pedogna|Circle with Towers|Vermillion|Mustangs	2|11|7|8|4	path_504.png
austin	Start on The West then go northeast to Vermillion then east to The Varsity Pizza.	The West|Vermillion|The Varsity Pizza	14|8|0	path_17.png
austin	Starting at The West, travel to The Varsity Pizza, going through Vermillion.	The West|Vermillion|The Varsity Pizza	14|8|0	path_17.png
austin	Go from The West to Vermillion, and finish at The Varsity Pizza.	The West|Vermillion|The Varsity Pizza	14|8|0	path_17.png
austin	Start on Winged Victory then southeast to Mustangs then southeast to Clock Knot.	Winged Victory|Prometheus and Vulture|Bass Concert Hall|Mustangs|Clock Knot	13|10|5|4|6	path_507.png
austin	Go from Prometheus Vulture to the Winged Victor. After you leave there, go to Mustangs. After Mustangs, go to Clock Knot.	Winged Victory|Prometheus and Vulture|Bass Concert Hall|Mustangs|Clock Knot	13|10|5|4|6	path_507.png
austin	Beginning at the corner where Bass Concert Hall, Winged Victory, and Prometheus and Vulture are located, travel southeast until you reach Mustangs. From Mustangs, continue southeast until you reach Clock Knot.	Winged Victory|Prometheus and Vulture|Bass Concert Hall|Mustangs|Clock Knot	13|10|5|4|6	path_507.png
austin	STARTING AT THE VARSITY PIZZA HEAD NORTH TO MUSTANGS BEARING 11 OCLOCK TO BASS CONCERT HALL	The Varsity Pizza|Mustangs|Bass Concert Hall	0|4|5	path_259.png
austin	Starting from The Varsity Pizza, travel to Bass Concert Hall, going through Mustangs.	The Varsity Pizza|Mustangs|Bass Concert Hall	0|4|5	path_259.png
austin	Start on The Varsity Pizza then move north to Mustangs then northwest to Bass Concert Hall.	The Varsity Pizza|Mustangs|Bass Concert Hall	0|4|5	path_259.png
austin	From The Torchbearers go to Pedogna. Then go to Circle with Towers.	The Torchbearers|Pedogna|Circle with Towers	2|11|7	path_18.png
austin	Starting at The Torchbearers, travel to Circle with Towers, going through Pedogna.	The Torchbearers|Pedogna|Circle with Towers	2|11|7	path_18.png
austin	The path goes from The Torchbearers to Pedogna to Circle with Towers.	The Torchbearers|Pedogna|Circle with Towers	2|11|7	path_18.png
austin	From The Varsity Pizza go to Vermillion. Then go to Monochrome for Austin.	The Varsity Pizza|Vermillion|Monochrome for Austin	0|8|9	path_260.png
austin	Start at The Varsity Pizza, go to Vermillion, go to Monochrome for Austin.	The Varsity Pizza|Vermillion|Monochrome for Austin	0|8|9	path_260.png
austin	Start on The Varsity Pizza then go west to Vermillion then east to Monochrome for Austin.	The Varsity Pizza|Vermillion|Monochrome for Austin	0|8|9	path_260.png
austin	Go east to Victory	Winged Victory|Prometheus and Vulture	13|10	path_19.png
austin	Begin at Bass Concert Hall and go to Winged Victory	Winged Victory|Prometheus and Vulture	13|10	path_19.png
austin	HOVER OVER WINGED VICTORY	Winged Victory|Prometheus and Vulture	13|10	path_19.png
austin	Starting at The Torchbearers, travel directly to Pedogna.	The Torchbearers|Pedogna	2|11	path_508.png
austin	From The Torchbearers go to Pedogna.	The Torchbearers|Pedogna	2|11	path_508.png
austin	Starting from The Torchbearers go to the Pedogna	The Torchbearers|Pedogna	2|11	path_508.png
austin	You would be starting at the Winged VIctory and headed a bit south east. You would be going through the mustangs. From there you would head mainly south and a bit west and you would go through Vermillion and right on to Circle with Towers.	Prometheus and Vulture|Winged Victory|Mustangs|Vermillion|Circle with Towers	10|13|4|8|7	path_261.png
austin	Starting at Prometheus and Vulture travel to Mustangs. Then continue to Vermillion and finally to Circus with Towers.	Prometheus and Vulture|Winged Victory|Mustangs|Vermillion|Circle with Towers	10|13|4|8|7	path_261.png
austin	Head south to circle with towers	Prometheus and Vulture|Winged Victory|Mustangs|Vermillion|Circle with Towers	10|13|4|8|7	path_261.png
austin	Start on Amphora then go southeast to Mustangs then northwest to Winged Victory.	Amphora|Mustangs|Winged Victory	12|4|13	path_20.png
austin	The path goes from Amphora to Mustangs to Winged Victory.	Amphora|Mustangs|Winged Victory	12|4|13	path_20.png
austin	From Amphora go to Mustangs and then to Winged Victory.	Amphora|Mustangs|Winged Victory	12|4|13	path_20.png
austin	begin at circle with towers, and travel slightly left and up until you reach mustangs, passing vermission on your right side.	Circle with Towers|Mustangs	7|4	path_509.png
austin	At Circle with Towers head north to Mustangs.	Circle with Towers|Mustangs	7|4	path_509.png
austin	in this environmental is area e good and very aesthetic view of surrounding area i feel like living area very happy and well living place. nature is always beauty. environmental atmosphere wel	Circle with Towers|Mustangs	7|4	path_509.png
austin	Take off from Bass Concert Hall, fly to Mustangs, to Vermillion, and then arrive at Pedogna.	Bass Concert Hall|Mustangs|Vermillion|Pedogna	5|4|8|11	path_263.png
austin	Bass Concert Hall then southeast to Mustangs then southwest to Vermillion the south to Pedogna.	Bass Concert Hall|Mustangs|Vermillion|Pedogna	5|4|8|11	path_263.png
austin	Starting at Bass Concert hall, travel to Pedogna, going through Mustangs and Vermillion.	Bass Concert Hall|Mustangs|Vermillion|Pedogna	5|4|8|11	path_263.png
austin	Starting from The Torchbearers, go to Vermillion and then head on to Mustangs.	The Torchbearers|Vermillion|Mustangs	2|8|4	path_21.png
austin	From The Torchbearers go to Vermillion, then proceed to Mustangs.	The Torchbearers|Vermillion|Mustangs	2|8|4	path_21.png
austin	begin at the torchbearers and go to vermillion before ending at mustangs	The Torchbearers|Vermillion|Mustangs	2|8|4	path_21.png
austin	Starting at the Varsity Pizza head straigt to Mustangs, bear left at that intersection and continue straight to the Bass concert Hall.	Monochrome for Austin|Mustangs|Bass Concert Hall	9|4|5	path_264.png
austin	Start on Monochrome for Austin then go north to Mustangs then northwest to Bass Concert Hall.	Monochrome for Austin|Mustangs|Bass Concert Hall	9|4|5	path_264.png
austin	STARTING AT THE VARSITY PIZZA AND MONOCHROME FOR AUSTIN HEAD GO 11 OCLOCK TO MUSTANGS AND CONTINUE ONTO BASS CONCERT HALL	Monochrome for Austin|Mustangs|Bass Concert Hall	9|4|5	path_264.png
austin	From Clock Knot go to Diana the Huntress. Then go to Barbara Jordan Statue.	Clock Knot|Diana the Huntress|Barbara Jordan Statue	6|3|1	path_513.png
austin	Start on Clock Knot then go south to Diana the Huntress then southwest to Barbara Jordan Statue.	Clock Knot|Diana the Huntress|Barbara Jordan Statue	6|3|1	path_513.png
austin	Starting from Clock Know, travel to Barbara Jordan Statue, going through Diana the Huntress.	Clock Knot|Diana the Huntress|Barbara Jordan Statue	6|3|1	path_513.png
austin	From Clock Knot go to The Varsity Pizza. Then go to Monochrome for Austin. Next go to Circle with Towers. Finally go to Vermillion.	Clock Knot|The Varsity Pizza|Monochrome for Austin|Circle with Towers|Vermillion	6|0|9|7|8	path_24.png
austin	Starting at Clock Knot, travel to Vermillion, going through The Varsity Pizza, Monochrome for Austin, and Circle with Towers.	Clock Knot|The Varsity Pizza|Monochrome for Austin|Circle with Towers|Vermillion	6|0|9|7|8	path_24.png
austin	Start on Clock Knot then go west to The Varsity Pizza then west to Circle with Towers then northeast to Vermillion.	Clock Knot|The Varsity Pizza|Monochrome for Austin|Circle with Towers|Vermillion	6|0|9|7|8	path_24.png
austin	Walk from Amphora to Winged Victory, then turn left and walk to Mustangs, then turn right and walk to The Varsity Pizza.	Amphora|Winged Victory|Mustangs|The Varsity Pizza	12|13|4|0	path_266.png
austin	Leave from Winged Victory and pass by Mustangs while heading to The Varsity Pizza.	Amphora|Winged Victory|Mustangs|The Varsity Pizza	12|13|4|0	path_266.png
austin	FROM WINGED VICTORY HEAD 5 OCLOCK TO MUSTANGS HEADING SOUTH TO THE VARSITY PIZZA	Amphora|Winged Victory|Mustangs|The Varsity Pizza	12|13|4|0	path_266.png
austin	Head south to pedogna	Amphora|Prometheus and Vulture|Mustangs|Vermillion|Pedogna	12|10|4|8|11	path_267.png
austin	start at amphora, and directly beneath it you will find winged victory. from winged victory,	Amphora|Prometheus and Vulture|Mustangs|Vermillion|Pedogna	12|10|4|8|11	path_267.png
austin	Start at Amphora, then proceed southeast to Mustangs. Make a slight left then continue south to Vermillon. Continue along the same southerly path towards Pedogna. Stop there.	Amphora|Prometheus and Vulture|Mustangs|Vermillion|Pedogna	12|10|4|8|11	path_267.png
austin	From Vermillion go to Circle with Towers. Then go to The Varsity Pizza. Next go to Clock Knot.	Vermillion|Circle with Towers|The Varsity Pizza|Clock Knot	8|7|0|6	path_514.png
austin	Starting from Vermillion, travel to Clock Knot, going through Circle with Towers and The Varsity Pizza.	Vermillion|Circle with Towers|The Varsity Pizza|Clock Knot	8|7|0|6	path_514.png
austin	Start on Vermillion then go southwest to Circle with Towers then east to The Varsity Pizza then east to Clock Knot.	Vermillion|Circle with Towers|The Varsity Pizza|Clock Knot	8|7|0|6	path_514.png
austin	Start on Amphora then go southeast to Mustangs.	Amphora|Prometheus and Vulture|Bass Concert Hall|Mustangs	12|10|5|4	path_25.png
austin	Start at Prometheus and Vulture then head to Mustangs.	Amphora|Prometheus and Vulture|Bass Concert Hall|Mustangs	12|10|5|4	path_25.png
