map_name	utterance	trajectory	path_names	path_idxs
upenn	Start at TD Bank, then go to Annenberg Center, then to Urban Outfitters, then to 36th St, and end at Zipcar.	TD Bank|Urban Outfitters|36th St|Zipcar	6|11|7|12	path_16.png
upenn	From TD Bank, head straight to Urban Outfitters, then make a right and go to 36th St, then make a slight left and head to the Zipcar.	TD Bank|Urban Outfitters|36th St|Zipcar	6|11|7|12	path_16.png
upenn	Start at TD bank going northeast to Annenberg Center.  From there continue on north to Urban Outfitters.  Once there continue northeast to Ziprar.	TD Bank|Urban Outfitters|36th St|Zipcar	6|11|7|12	path_16.png
upenn	Starting at Zipcar, go down to Starbucks, then over to Urban Outfitters.	Zipcar|Starbucks|Urban Outfitters|Loft	12|2|11|10	path_268.png
upenn	Start on Zipcar then go south to Starbucks then southwest to Urban Outfitters.	Zipcar|Starbucks|Urban Outfitters|Loft	12|2|11|10	path_268.png
upenn	Starting at Zipcar, go southeast to Starbucks, then go southwest to Urban Outfitters, then go west to Loft.	Zipcar|Starbucks|Urban Outfitters|Loft	12|2|11|10	path_268.png
upenn	Start at International house and move to Annenbery Center	International House|Annenberg Center	13|5	path_269.png
upenn	Begin at the International House before heading to the Annenberg Center.	International House|Annenberg Center	13|5	path_269.png
upenn	Start at International House, go to Annenberg Center	International House|Annenberg Center	13|5	path_269.png
upenn	Begin at TD Bank before heading to the Annenberg Center and then going to the International House, Chili's and then Abner's Cheesesteaks.	TD Bank|Annenberg Center|International House|Chili's|Abner's Cheesesteaks	6|5|13|0|8	path_17.png
upenn	Starting at TD Bank, go north to Annenberg Center, then go east to International House, then south to Chili's, then go southeast to Abner's Cheesesteaks.	TD Bank|Annenberg Center|International House|Chili's|Abner's Cheesesteaks	6|5|13|0|8	path_17.png
upenn	Start at TD Bank and fly to the Annenberg Center. Proceed to International House and then to Chili's, and finish at Abner's Cheesesteaks.	TD Bank|Annenberg Center|International House|Chili's|Abner's Cheesesteaks	6|5|13|0|8	path_17.png
upenn	Start on Mad4Mex then go southeast to Urban Outfitters then go east to 36th St then east again to Starbucks.	Mad4Mex|Urban Outfitters|36th St|Starbucks	1|11|7|2	path_270.png
upenn	starting at mad4mex head 4 oclock to urban outfitters, go 2 oclock past 36th st up to starbucks	Mad4Mex|Urban Outfitters|36th St|Starbucks	1|11|7|2	path_270.png
upenn	Starting from Mad4mex head southeast to Urban Outfitters.  Once there continue east to 36th street.  Upon arriving at 36th st continue east to Starbucks.	Mad4Mex|Urban Outfitters|36th St|Starbucks	1|11|7|2	path_270.png
upenn	From Loft, head northwest to Mad4Mex, then turn and go northeast to Zipcar	Loft|Mad4Mex|Zipcar	10|1|12	path_272.png
upenn	Beginning at the Loft, travel to Mad4Mex then go to Zipcar.	Loft|Mad4Mex|Zipcar	10|1|12	path_272.png
upenn	Walk from Loft to Mad4Mex, turn right and walk to Zipcar.	Loft|Mad4Mex|Zipcar	10|1|12	path_272.png
upenn	start at 33rd street, and then go toward the zipcar. turn from the zipcar toward the starbucks, and then head up to 36th street from starbucks. from 36th street, head toward international house, and then turn right and walk to chili's.	33rd Street|Zipcar|Starbucks|36th St|International House|Chili's	4|12|2|7|13|0	path_19.png
upenn	Beginning at 33rd Street zip down to Zipcar. Jump over Starbucks. Head over to 36th Street. Move over to the International House. Finally end up at Chili's.	33rd Street|Zipcar|Starbucks|36th St|International House|Chili's	4|12|2|7|13|0	path_19.png
upenn	Walk from 33rd Street to Zipcar, then turn left and walk to Starbucks, then turn right and walk to 36th St, then turn left and walk to International House, then turn right and walk to Chili's.	33rd Street|Zipcar|Starbucks|36th St|International House|Chili's	4|12|2|7|13|0	path_19.png
upenn	Starting at Cosi head west Penn Bookstore, then turn around and head east to Urban Outfitters.	Così|Penn Bookstore|Loft|Urban Outfitters	9|3|10|11	path_273.png
upenn	Beginning at Cosi go to the Penn Bookstore. Turn around and go back to the Loft. Then go to Urban Outfitters.	Così|Penn Bookstore|Loft|Urban Outfitters	9|3|10|11	path_273.png
upenn	Start on Penn Bookstore then go east to Urban Outfitters.	Così|Penn Bookstore|Loft|Urban Outfitters	9|3|10|11	path_273.png
upenn	Start at Codi, go to Loft, then to Philadelphia Runners, and end at TD Bank.	Così|Loft|Philadelphia Runners|TD Bank	9|10|14|6	path_20.png
upenn	Starting at Cosi, go east to Loft, then southwest to Philadelphia Runners, then southeast to TD Bank.	Così|Loft|Philadelphia Runners|TD Bank	9|10|14|6	path_20.png
upenn	Begin at Cosi, go to Loft, then Philadelphia Runners. End at TD Bank	Così|Loft|Philadelphia Runners|TD Bank	9|10|14|6	path_20.png
upenn	Start at Annenberg Center then go north to Urban Outfitters then go northeast to Starbucks then go north to Zipoar then northeast to 33rd Street.	Annenberg Center|Loft|Starbucks|Zipcar|33rd Street	5|10|2|12|4	path_21.png
upenn	Starting at Annenberg Center move forward towards Urban Outfitters, then turn right and move towards the Starbucks. Once at Starbucks turn left towards the Zipcar and then turn right and move towards 33rd Street.	Annenberg Center|Loft|Starbucks|Zipcar|33rd Street	5|10|2|12|4	path_21.png
upenn	Begin at Annenberg Center, go to Urban Outfitters, then Starbucks, then Zipcar. End at 33rd Street	Annenberg Center|Loft|Starbucks|Zipcar|33rd Street	5|10|2|12|4	path_21.png
upenn	Start at the 33rd Street and go to Zipcar. Hang a right and go to Starbucks. Then hang a left and go to 36th St. Hang a left and go to the International House. Then hang a right and and go to Abner's Cheesesteaks.	33rd Street|Zipcar|Starbucks|36th St|International House|Abner's Cheesesteaks	4|12|2|7|13|8	path_22.png
upenn	from 33rd street, go left and diagonal until you reach zipcar, and then directly right to starbucks. from starbucks, go left for a long time again to 36th street, and then once again right to reach international house. head down from international house, and go to the right of chili's to reach abner's cheesesteaks.	33rd Street|Zipcar|Starbucks|36th St|International House|Abner's Cheesesteaks	4|12|2|7|13|8	path_22.png
upenn	Begin at 33rd Street, go to Zipcar, then Starbucks, then 36th St, then International House. End at Abner's Cheesesteaks	33rd Street|Zipcar|Starbucks|36th St|International House|Abner's Cheesesteaks	4|12|2|7|13|8	path_22.png
upenn	Start at Cosi and go to Philadelphia Runners, then Annenberg Center, then Chili's, ten Abner's Cheesesteaks.	Così|Philadelphia Runners|Chili's|Abner's Cheesesteaks	9|14|0|8	path_274.png
upenn	Starting at Cosi, go to Philadelphia Runners. Then go to Chili's. The finish at the Abner's Cheesesteaks.	Così|Philadelphia Runners|Chili's|Abner's Cheesesteaks	9|14|0|8	path_274.png
upenn	Start at Cosi and fly to Philadelphia Runners. Then go to Chili's and finish at Abner's Cheesteaks.	Così|Philadelphia Runners|Chili's|Abner's Cheesesteaks	9|14|0|8	path_274.png
upenn	Begin at Zipcar, go to Starbucks, then Urban Outfitters, then International House. End at Chili's	Zipcar|Starbucks|Urban Outfitters|International House|Chili's	12|2|11|13|0	path_23.png
upenn	Start at Zipcar, go to Starbucks, then to Urban Outfitters, then International House, then Chili's	Zipcar|Starbucks|Urban Outfitters|International House|Chili's	12|2|11|13|0	path_23.png
upenn	From Zipcar travel southeast a short distance to reach Starbucks. Then change direction and head southwest to get to Urban Outfitters. From there, head East Southeasterly to get to the International House. And finally from there travel nearly directly South, but just a degree or two to the West, to get to Chili's, your final destination.	Zipcar|Starbucks|Urban Outfitters|International House|Chili's	12|2|11|13|0	path_23.png
upenn	Begin at 33rd Street, go to Zipcar, then Starbucks, then Urban Outfitters. End at Cosi	33rd Street|Zipcar|Starbucks|Urban Outfitters|Loft|Così	4|12|2|11|10|9	path_275.png
upenn	Start at 33rd Street and head to zipcar and then starbucks, next go to urban outfitters, and finally cosi	33rd Street|Zipcar|Starbucks|Urban Outfitters|Loft|Così	4|12|2|11|10|9	path_275.png
upenn	begin at 33rd street, and then walk down to zipcar, then take a direct left to the starbucks. walk from the starbucks to urban outfitters, and then walk forward toward cosi.	33rd Street|Zipcar|Starbucks|Urban Outfitters|Loft|Così	4|12|2|11|10|9	path_275.png
upenn	Go from Urban Outfitters to Loft.	Loft|Urban Outfitters	10|11	path_24.png
upenn	Go across Urban Outfitters stopping once in between.	Loft|Urban Outfitters	10|11	path_24.png
upenn	Begin at Loft. Move a little bit to the right to Urban Outfitters.	Loft|Urban Outfitters	10|11	path_24.png
upenn	From Zipcar fly to Starbucks and then go to Cosi. Finish at the Annenberg Center.	Zipcar|Starbucks|Così|Annenberg Center	12|2|9|5	path_277.png
upenn	From Zipcar go to Starbuck and then to Cosi before heading to Annenburg Center.	Zipcar|Starbucks|Così|Annenberg Center	12|2|9|5	path_277.png
upenn	Starting at Zipcar head southeast to Starbucks.  From there turn southwest to Cosi.  Once at Cosi turn Southeast Annenberg Center.	Zipcar|Starbucks|Così|Annenberg Center	12|2|9|5	path_277.png
upenn	Start at Loft then go to Philadelphia Runners then go to Annenberg Center then end at TD Bank.	Loft|Philadelphia Runners|Annenberg Center|TD Bank	10|14|5|6	path_26.png
upenn	Begin at Loft before heading to Philadelphia Runners then go to the Annenberg Center and ending at TD Bank.	Loft|Philadelphia Runners|Annenberg Center|TD Bank	10|14|5|6	path_26.png
upenn	Walk from Loft to Philadelphia Runners, then turn left and walk to Annenberg Center, then turn right and walk to TD Bank.	Loft|Philadelphia Runners|Annenberg Center|TD Bank	10|14|5|6	path_26.png
upenn	Starting at Annenberg Center, go west to Philadelphia Runners, then northwest to Penn Bookstore.	Annenberg Center|Philadelphia Runners|Penn Bookstore	5|14|3	path_278.png
upenn	Start at the Annenberg Center and go to Philadelphia Runners. Then go to Penn Bookstore.	Annenberg Center|Philadelphia Runners|Penn Bookstore	5|14|3	path_278.png
upenn	start at annenberg center head left to philadelpia runners and up 10 oclock to penn bookstore	Annenberg Center|Philadelphia Runners|Penn Bookstore	5|14|3	path_278.png
upenn	From 33rd Street go west and slightly south to Zipcar. Then head further southwest to 36th St. veer west to Loft, and then south to the Annenberg Center.	33rd Street|Zipcar|36th St|Loft|Annenberg Center	4|12|7|10|5	path_27.png
upenn	Starting at 33rd Street, go southwest to Zipcar, then continue southwest to 36th St and then to Loft, then go south to Annenberg Center.	33rd Street|Zipcar|36th St|Loft|Annenberg Center	4|12|7|10|5	path_27.png
upenn	Start at 33rd Street then go west to Zipoar then west to 36th St then west to Loft then south to Annenberg Center.	33rd Street|Zipcar|36th St|Loft|Annenberg Center	4|12|7|10|5	path_27.png
upenn	From TD Bank, go north to Annenberg Center. Turn and go northwest to Penn Bookstore. Go east to Cosi.	TD Bank|Annenberg Center|Penn Bookstore|Così	6|5|3|9	path_29.png
upenn	walk up from TD bank until you reach annenberg center, and then turn right to get to the penn bookstore. from the penn bookstore, turn directly right until you get to cosi.	TD Bank|Annenberg Center|Penn Bookstore|Così	6|5|3|9	path_29.png
upenn	Start at TD Bank then go north to Annenberg Center then northwest to Penn Bookstore then east to Cosi.	TD Bank|Annenberg Center|Penn Bookstore|Così	6|5|3|9	path_29.png
upenn	Starting at Annenberry Center go straight on to TD Bank  Then turn left go for some distance, when you come to International House, turn right, Your destination will be straight ahead at Abner's Cheesesteaks	Annenberg Center|TD Bank|International House|Abner's Cheesesteaks	5|6|13|8	path_279.png
upenn	Walk from Annenberg Center to TD Bank, then turn left and walk to International House, then turn right and walk to Abner's Cheesesteaks.	Annenberg Center|TD Bank|International House|Abner's Cheesesteaks	5|6|13|8	path_279.png
upenn	Begin at the Annenberg Center before heading to TD Bank and then to the International House and ending at Abner's Cheesesteaks.	Annenberg Center|TD Bank|International House|Abner's Cheesesteaks	5|6|13|8	path_279.png
upenn	Go from Philadelphia Runners to Cosi.	Philadelphia Runners|Così	14|9	path_30.png
upenn	Begin at Philadelphia Runners. End at Cosi	Philadelphia Runners|Così	14|9	path_30.png
upenn	Walk northeast from Philadelphia Runners to Cosi.	Philadelphia Runners|Così	14|9	path_30.png
upenn	Starts on Cosi then go south to Philadelphia Runners then go east to Annenberg Center then go southeast to Abner's Cheesesteaks.	Così|Philadelphia Runners|Annenberg Center|Abner's Cheesesteaks	9|14|5|8	path_31.png
upenn	Starting at Cosi, head southwest to Philadelphia Runners, then go southeast to Annenberg Center, then continue southeast to Abner's Cheesesteaks.	Così|Philadelphia Runners|Annenberg Center|Abner's Cheesesteaks	9|14|5|8	path_31.png
upenn	Leave cosi and go to Philadelphia runners and go to after that Annenberg Center and end at Abner's cheesesteaks.	Così|Philadelphia Runners|Annenberg Center|Abner's Cheesesteaks	9|14|5|8	path_31.png
upenn	Start at Annenberg Center, then go to Urban Outfitters, and continue to 36th St, ending at Starbucks.	Annenberg Center|Urban Outfitters|36th St|Starbucks	5|11|7|2	path_280.png
upenn	Begin at Annenberg Center, go to Urban Outfitters, then 36th St. End at Starbucks	Annenberg Center|Urban Outfitters|36th St|Starbucks	5|11|7|2	path_280.png
upenn	go up and right from annenberg center until you reach urban outfitters, then turn right to 36th street. from 36th street, go even further right until starbucks.	Annenberg Center|Urban Outfitters|36th St|Starbucks	5|11|7|2	path_280.png
upenn	Start on Urban Outfitters then go northeast to Starbucks then northwest to Zipcar.	Urban Outfitters|Loft|Starbucks|Zipcar	11|10|2|12	path_281.png
upenn	Start at Urban Outfitters and head northeast to Starbucks.  Once there turn north west to Zipear.	Urban Outfitters|Loft|Starbucks|Zipcar	11|10|2|12	path_281.png
upenn	From Urban Outfitters head west until you reach Loft, then head northeast until you reach Starbucks, then go northwest to get to Zipcar	Urban Outfitters|Loft|Starbucks|Zipcar	11|10|2|12	path_281.png
upenn	Begin at Penn Bookstore, go to Cosi, then Loft. End at TD Bank	Penn Bookstore|Così|Loft|TD Bank	3|9|10|6	path_32.png
upenn	Starting at Penn Bookstore, head east to Cosi.  From Cosi continue east to The Loft.  From the Loft continue south to TD Bank.	Penn Bookstore|Così|Loft|TD Bank	3|9|10|6	path_32.png
upenn	Starting from Penn Bookstore, head east past Cosi til you reach Loft, then head south to TD Bank	Penn Bookstore|Così|Loft|TD Bank	3|9|10|6	path_32.png
upenn	Starting at Annenberg Center go straight until you get to TD Bank. Make a left and go straight until you get to Chili's. Make a slight left and you straight and you will be at Abner's Cheesesteaks.	Annenberg Center|TD Bank|Chili's|Abner's Cheesesteaks	5|6|0|8	path_282.png
upenn	Starting at the Annenberg Center proceed to TD Bank. Then go to Chili's. Finish by going to Abner's Cheesesteaks.	Annenberg Center|TD Bank|Chili's|Abner's Cheesesteaks	5|6|0|8	path_282.png
upenn	from annenberg center go down to td bank and take right to chilis and abners cheesesteaks	Annenberg Center|TD Bank|Chili's|Abner's Cheesesteaks	5|6|0|8	path_282.png
upenn	Starting at TD Bank go to Cost and then Mad4Mex.	TD Bank|Così|Mad4Mex	6|9|1	path_33.png
upenn	Walk from TD Bank to Cosi, then turn slightly left and walk to Mad4Mex.	TD Bank|Così|Mad4Mex	6|9|1	path_33.png
upenn	Start at TD Bank then go north to Cosi then northwest to Mad4Mex.	TD Bank|Così|Mad4Mex	6|9|1	path_33.png
upenn	start at mad 4 mex and head to 36th street, and then head to cosi	Mad4Mex|36th St|Così	1|7|9	path_283.png
upenn	Begin at Mad4Mex before heading to 36th St and then Cosi.	Mad4Mex|36th St|Così	1|7|9	path_283.png
upenn	start at mad 4 mex, and then go right until you get to 36th st, and then from 36th go sharply left to cosi.	Mad4Mex|36th St|Così	1|7|9	path_283.png
upenn	from chili's go north west to international house and then go north west to 36th st finally go north west to mad 4 max.	Chili's|International House|36th St|Mad4Mex	0|13|7|1	path_284.png
upenn	Head out from Chili's and go to International House. Turn left and head to 36th St before continuing to Mad4Mex.	Chili's|International House|36th St|Mad4Mex	0|13|7|1	path_284.png
upenn	Starting from Chill's head north to International house.  Once at International house turn west to 36'th st.  Upon arriving at the street head for Mad4Mex.	Chili's|International House|36th St|Mad4Mex	0|13|7|1	path_284.png
upenn	Starting at Start bucks head southwest to Urban Outfitters.  Once there head southeast to Annenberg Center.  From the center you go Southeast to Chill's.	Starbucks|Urban Outfitters|Loft|Annenberg Center|Chili's	2|11|10|5|0	path_34.png
upenn	First go from Starbucks to Urban Outfitters. Then go to the Loft before proceeding to the Annenberg Center. Finally go to Chili's.	Starbucks|Urban Outfitters|Loft|Annenberg Center|Chili's	2|11|10|5|0	path_34.png
upenn	Start at Starbucks then go southwest to Urban Outfitters then go south to Annenberg Center then east to Chili's.	Starbucks|Urban Outfitters|Loft|Annenberg Center|Chili's	2|11|10|5|0	path_34.png
