map_name	utterance	trajectory	path_names	path_idxs
mit	starting at toscanini's go 10 oclock past mit museum on to cambridge bicycle	Toscanini's|Cambridge Bicycle	1|4	path_11.png
mit	Begin at Toscanini's. End at Cambridge Bicycle	Toscanini's|Cambridge Bicycle	1|4	path_11.png
mit	Walk northwest from Toscanini's to Cambridge Bicycle.	Toscanini's|Cambridge Bicycle	1|4	path_11.png
mit	From Desi Dhaba fly west to the Asgard, then take a right and fly north to Middlesex Lounge. Finally turn left and fly southwest to Clark Building	Desi Dhaba|The Asgard|Middlesex Lounge|Clark Building	14|11|12|8	path_245.png
mit	Go from Desi Dhaba to The Asgard to Middlesex Lounge to Clark Building	Desi Dhaba|The Asgard|Middlesex Lounge|Clark Building	14|11|12|8	path_245.png
mit	From Desi Dhaba head Northwest to The Asgard, take a right to the Middlesex Lounge, and then take a left until you reach the Clark Building.	Desi Dhaba|The Asgard|Middlesex Lounge|Clark Building	14|11|12|8	path_245.png
mit	Go from Edgerton House to MIT Museum and finish at Cambridge Bicycle.	Edgerton House|Cambridge Bicycle	7|4	path_246.png
mit	From Edgerton House fly northeast to Cambridge Bicycle	Edgerton House|Cambridge Bicycle	7|4	path_246.png
mit	Start at Edgerton house travel north east to Cambridge bicycle.	Edgerton House|Cambridge Bicycle	7|4	path_246.png
mit	Begin at Toscanini's. End at Desi Dhaba	Toscanini's|Desi Dhaba	1|14	path_12.png
mit	Go from Toscanini's to Desi Dhaba.	Toscanini's|Desi Dhaba	1|14	path_12.png
mit	Starting at Toscapini's travel south to Desi Dhaba.	Toscanini's|Desi Dhaba	1|14	path_12.png
mit	Go straight from Toscanini's to MIT Museum.	Toscanini's|MIT Museum	1|9	path_247.png
mit	Walk from Toscanini's northwest to MIT Museum.	Toscanini's|MIT Museum	1|9	path_247.png
mit	start at toscanini's fly left 10 oclock to end at mit museum	Toscanini's|MIT Museum	1|9	path_247.png
mit	From Edgerton House head southeast to Clark Building. Then head west to Bytes before finally flying southwest to LiveableStreets	Edgerton House|Clark Building|Bytes|LiveableStreets	7|8|13|10	path_13.png
mit	Start at Edgerton House then go southeast to the Clark Building then west to Bytes then southwest to Liveable Streets.	Edgerton House|Clark Building|Bytes|LiveableStreets	7|8|13|10	path_13.png
mit	Start at Edgarton House, go to Clark Building. Then Bytes. End at Livable Streets.	Edgerton House|Clark Building|Bytes|LiveableStreets	7|8|13|10	path_13.png
mit	Move south from La Verde's to West Garage. Move east from West Garage to Edgerton House. Continue east from Edgerton House to Jackson Building. Move southeast from Jackson Building to Clark Building. From Clark Building, go southwest to Liveable Streets.	La Verde's|West Garage|Edgerton House|Jackson Building|Clark Building|LiveableStreets	3|5|7|6|8|10	path_248.png
mit	Leave La Verde's and go to West Garage. From there go to Edgertop House and then on to first the  Jackson Building and then the Clark Building. Fro the Clark Building go straight to your final 
destination of the LiveableStreets.	La Verde's|West Garage|Edgerton House|Jackson Building|Clark Building|LiveableStreets	3|5|7|6|8|10	path_248.png
mit	Start at La Verde's then go south to West Garage then east to Edgerton House then east to Jackson Building then southeast to Clark Building then west to Liveable Streets.	La Verde's|West Garage|Edgerton House|Jackson Building|Clark Building|LiveableStreets	3|5|7|6|8|10	path_248.png
mit	Begin at West Garage and then go to Edgerton House and then to Jackson Building.	West Garage|Edgerton House|Jackson Building	5|7|6	path_249.png
mit	Start at the West Garage and fly to Edgerton House, then finish at the Jackson Building.	West Garage|Edgerton House|Jackson Building	5|7|6	path_249.png
mit	Start at West Garage then go east to Edgerton House then east again to Jackson Building.	West Garage|Edgerton House|Jackson Building	5|7|6	path_249.png
mit	from MIT museum go south west to edgerton house from there turn north west and go to west garage.	MIT Museum|Edgerton House|West Garage	9|7|5	path_250.png
mit	Starting at MIT Museum, go southwest to Edgerton House, then go northwest to West Garage.	MIT Museum|Edgerton House|West Garage	9|7|5	path_250.png
mit	From MIT Museum fly west to Edgerton House, then take a slight right to reach West Garage	MIT Museum|Edgerton House|West Garage	9|7|5	path_250.png
mit	Please go from Bytes to the West Garage.	Bytes|West Garage	13|5	path_251.png
mit	Go from Bytes to West Garage.	Bytes|West Garage	13|5	path_251.png
mit	Starting at Bytes, go northwest to West Garage.	Bytes|West Garage	13|5	path_251.png
mit	Head south towards West Garage	La Verde's|West Garage|Middlesex Lounge	3|5|12	path_252.png
mit	from La Verde's go slightly south west to west garage and then turn south east to go to middlesex lounge.	La Verde's|West Garage|Middlesex Lounge	3|5|12	path_252.png
mit	Begin at La Verde's, go to West Garage. End at Middlesex Lounge	La Verde's|West Garage|Middlesex Lounge	3|5|12	path_252.png
mit	From Edgerton House, head over to Jackson Building, then from there go to Middlesex Lounge, then keep going and head over to Toscanini's.	Edgerton House|Jackson Building|Middlesex Lounge|Toscanini's	7|6|12|1	path_253.png
mit	Starting at Edgerton House travel to the Jackson Building. Then move to the Middlesex Lounge. Finally head over to Toscanini's.	Edgerton House|Jackson Building|Middlesex Lounge|Toscanini's	7|6|12|1	path_253.png
mit	From the Edgerton House, travel to the Jackson Building first and then go straight to the Middlesex lounge before on to Toscanini's.	Edgerton House|Jackson Building|Middlesex Lounge|Toscanini's	7|6|12|1	path_253.png
mit	Beginning at Cambridge Bicycle head over to the MIT Museum and then Edgerton House.	Cambridge Bicycle|MIT Museum|Edgerton House	4|9|7	path_19.png
mit	From Cambridge Bicycle, go down to MIT Museum then head over to Edgerton House.	Cambridge Bicycle|MIT Museum|Edgerton House	4|9|7	path_19.png
mit	from cambridge bicycle go south east to MIT museum and then turn south west and go to edgerton house.	Cambridge Bicycle|MIT Museum|Edgerton House	4|9|7	path_19.png
mit	Start at Cambridge Bicycle, go to MIT Museum, then to Jackson Building, then to West Garage	Cambridge Bicycle|MIT Museum|Jackson Building|West Garage	4|9|6|5	path_254.png
mit	Walk from Cambridge Bicycle to MIT Museum, then turn sharply right and walk to Jackson Building, then turn right and walk to West Garage.	Cambridge Bicycle|MIT Museum|Jackson Building|West Garage	4|9|6|5	path_254.png
mit	Start at Cambrige Bicycle, go south/south west to MIT Museum.  Once there turn south/southwest go to Jackson Building.  At the Jackson building turn north/northwest and head to West Garage.	Cambridge Bicycle|MIT Museum|Jackson Building|West Garage	4|9|6|5	path_254.png
mit	straight left right then straight	MIT Museum|Jackson Building|Bytes|Clark Building|LiveableStreets	9|6|13|8|10	path_20.png
mit	Go from MIT Museum to Jackson Building, proceed to Bytes and then to Clark Building before ending at Liveable Streets.	MIT Museum|Jackson Building|Bytes|Clark Building|LiveableStreets	9|6|13|8|10	path_20.png
mit	Start at the MIT museum and head to Jackson Building, next Bytes, and then the Clark Building. Finally travel to Liveable streets.	MIT Museum|Jackson Building|Bytes|Clark Building|LiveableStreets	9|6|13|8|10	path_20.png
mit	Start at La Verde's and travel to Cambridge Bicycle and then MIT museum. Next go to Toscanini's and finally go to desi dhaba.	La Verde's|Cambridge Bicycle|Toscanini's|Desi Dhaba	3|4|1|14	path_255.png
mit	Begin at La Verde's before heading to Cambridge Bicycle and then to Toscanini's and ending at Desi Dhaba.	La Verde's|Cambridge Bicycle|Toscanini's|Desi Dhaba	3|4|1|14	path_255.png
mit	Go east towards Cambridge Bicycle	La Verde's|Cambridge Bicycle|Toscanini's|Desi Dhaba	3|4|1|14	path_255.png
mit	Go from Jackson Building to West Garage and then to La Verde's.	Jackson Building|West Garage|La Verde's	6|5|3	path_257.png
mit	From Jackson Building fly northwest to West Garage, and then take a right and fly north to La Verde's	Jackson Building|West Garage|La Verde's	6|5|3	path_257.png
mit	Go from the Jackson Building to La Verde's via the West Garage.	Jackson Building|West Garage|La Verde's	6|5|3	path_257.png
mit	Go from Edgerton House to The Asgard, and then to Cambridge Bicycle.	Edgerton House|The Asgard|Cambridge Bicycle	7|11|4	path_21.png
mit	Start at Edgerton House and travel towards The Asgard. From there, continue traveling to Cambridge Bicycle.	Edgerton House|The Asgard|Cambridge Bicycle	7|11|4	path_21.png
mit	It begins at Edgertop House and then proceeds to The Asgard. After that, it ends up at Cambridge Bicycle.	Edgerton House|The Asgard|Cambridge Bicycle	7|11|4	path_21.png
mit	Go from Clark Building to Bytes before heading to Middlesex Lounge.	Clark Building|Bytes|Middlesex Lounge	8|13|12	path_22.png
mit	from clark building go north west to bytes and then turn north east and go to middlesex lounge.	Clark Building|Bytes|Middlesex Lounge	8|13|12	path_22.png
mit	Begin at Clark Building, go to Bytes. End at Middlesex Lounge	Clark Building|Bytes|Middlesex Lounge	8|13|12	path_22.png
mit	Walk from MIT Museum to Jackson Building, then turn sharply left and walk to Middlesex Lounge.	MIT Museum|Jackson Building|Middlesex Lounge	9|6|12	path_23.png
mit	Go from MIT Museum to Jackson Building to Middlesex Lounge	MIT Museum|Jackson Building|Middlesex Lounge	9|6|12	path_23.png
mit	Start at the MIT Museum then go to the Jackson Building then to the Middlesex Lounge	MIT Museum|Jackson Building|Middlesex Lounge	9|6|12	path_23.png
mit	Begin at Toscanini's, go to Desi Dhaba, then Bytes, then Clark Building. End at LiveableStreets	Toscanini's|Desi Dhaba|Bytes|Clark Building|LiveableStreets	1|14|13|8|10	path_24.png
mit	Begin at Toscanini's and then go to Desi Dhaba before heading to Bytes and then the Clark Building. End at LiveableStreets.	Toscanini's|Desi Dhaba|Bytes|Clark Building|LiveableStreets	1|14|13|8|10	path_24.png
mit	Start at Toscanini's, go to Desi Dhaba, then Bytes. Go to the Clark Building. End at Liveable Streets.	Toscanini's|Desi Dhaba|Bytes|Clark Building|LiveableStreets	1|14|13|8|10	path_24.png
mit	Begin at LiveableStreets and then go to the Clark Building before ending at Edgerton House.	LiveableStreets|Clark Building|Edgerton House	10|8|7	path_259.png
mit	From Liveable Streets go to the Clark Building and from there, to Edgerton House.	LiveableStreets|Clark Building|Edgerton House	10|8|7	path_259.png
mit	Start at Liveable Streets and go to Clark Building and then to Edgerton House.	LiveableStreets|Clark Building|Edgerton House	10|8|7	path_259.png
mit	Walk from Clark Building to The Asgard, then turn sharply left and walk to Jackson Building, then continue straight to Edgerton House.	Clark Building|The Asgard|Jackson Building|Edgerton House	8|11|6|7	path_25.png
mit	From Clark Building go to The Asgard and then to Jackson Building. From there go to Edgerton House.	Clark Building|The Asgard|Jackson Building|Edgerton House	8|11|6|7	path_25.png
mit	Starting at the Clark Building go to The Asgard. Turn and go to Edgerton House, going by the Jackson Building.	Clark Building|The Asgard|Jackson Building|Edgerton House	8|11|6|7	path_25.png
mit	Start at Toscanini's and go to The Asgard and then to Clark Building.	Toscanini's|The Asgard|Clark Building	1|11|8	path_261.png
mit	Walk from Toscanini's to The Asgard, then turn slightly left and walk to Clark Building.	Toscanini's|The Asgard|Clark Building	1|11|8	path_261.png
mit	Start at Toscapini's go west/southwest to the Asgard.  once there continue southwest to the Clark Building.	Toscanini's|The Asgard|Clark Building	1|11|8	path_261.png
mit	Starting at the Clark Building, a person makes their way towards the Bytes. After making it the Bytes, a person makes their last stop towards the Cambridge Bicycle.	Clark Building|Bytes|Cambridge Bicycle	8|13|4	path_26.png
mit	Go north east to The Asgard then north west to Cambridge Bicycle	Clark Building|Bytes|Cambridge Bicycle	8|13|4	path_26.png
mit	take a left clark building to bytes and up 1 oclock to	Clark Building|Bytes|Cambridge Bicycle	8|13|4	path_26.png
mit	Beginning at the Clark Building proceed to Toscanini's. Turn and go the The Asgard. Turn and go to Desi Dhaba.	Clark Building|Toscanini's|The Asgard|Desi Dhaba	8|1|11|14	path_262.png
mit	Begin at Clark Building and proceed to Toscanini's before going to The Asgard and finish at Desi Dhaba.	Clark Building|Toscanini's|The Asgard|Desi Dhaba	8|1|11|14	path_262.png
mit	Start at Clark Building. Go to Toscanini's then The Asgard. End at Desi Dhaba.	Clark Building|Toscanini's|The Asgard|Desi Dhaba	8|1|11|14	path_262.png
mit	Start at Toscanini's then goto Desi Dhaba then to Clark Building then to Bytes.	Toscanini's|Desi Dhaba|Clark Building|Bytes	1|14|8|13	path_263.png
mit	Walk from Toscanini's to Dest Dhaba, then turn right and walk to Clark Building, then walk straight on to Bytes.	Toscanini's|Desi Dhaba|Clark Building|Bytes	1|14|8|13	path_263.png
mit	Begin at Toscanini's and then go to Desi Dhaba before heading to the Clark Building and ending at Bytes.	Toscanini's|Desi Dhaba|Clark Building|Bytes	1|14|8|13	path_263.png
mit	Go from MIT Museum to Bytes and then to Liveable Streets.	MIT Museum|Bytes|LiveableStreets	9|13|10	path_27.png
mit	From the MIT Museum, travel in a south-southwesterly direction until you reach Bytes. From there, continue traveling in a southwesterly direction until you reach Liveable Streets.	MIT Museum|Bytes|LiveableStreets	9|13|10	path_27.png
mit	Start at the MIT Museum then goto Bytes then to Liveable Streets.	MIT Museum|Bytes|LiveableStreets	9|13|10	path_27.png
mit	Begin at Toscanini's. End at Jackson Building	Toscanini's|Jackson Building	1|6	path_264.png
mit	Start at Toscanini's then goto Jackson Building.	Toscanini's|Jackson Building	1|6	path_264.png
mit	from toscanini's go north west to jackson building	Toscanini's|Jackson Building	1|6	path_264.png
mit	Start at MIT Museum and go to Cambridge Bicycle and then to Jackson Building.	MIT Museum|Cambridge Bicycle|Jackson Building	9|4|6	path_28.png
mit	mitt museum go up 10 oclock to cambridge bicycle down 7 oclock to jackson building	MIT Museum|Cambridge Bicycle|Jackson Building	9|4|6	path_28.png
mit	Begin at the MIT Museum and then go to Cambridge Bicycle and end at the Jackson Building.	MIT Museum|Cambridge Bicycle|Jackson Building	9|4|6	path_28.png
mit	Go from Middlesex Lounge to Jackson Building.	Middlesex Lounge|Jackson Building	12|6	path_29.png
mit	Walk from Jackson Building east to Middlesex Lounge.	Middlesex Lounge|Jackson Building	12|6	path_29.png
mit	From Middlesex Lounge go to Jackson Building.	Middlesex Lounge|Jackson Building	12|6	path_29.png
mit	Starting at LiveableStreets, go northeast to Bytes, then continue northeast to Desi Dhaba, then turn around and go southwest to Clark Building.	LiveableStreets|Bytes|Desi Dhaba|Clark Building	10|13|14|8	path_265.png
mit	Start at Liveable Streets. Go to Bytes, then Desi Dhaba, and finally to the Clark Building.	LiveableStreets|Bytes|Desi Dhaba|Clark Building	10|13|14|8	path_265.png
mit	Go from Liveable Streets to Bytes before heading to Desi Dhaba and finally Clark Building.	LiveableStreets|Bytes|Desi Dhaba|Clark Building	10|13|14|8	path_265.png
mit	from toscanini's go south west to the asgard and then go north east to edgerton house.	Toscanini's|The Asgard|Edgerton House	1|11|7	path_30.png
mit	Walk from Toscanini's to The Asgard, then turn slightly right and walk to Edgerton House.	Toscanini's|The Asgard|Edgerton House	1|11|7	path_30.png
mit	Begin at Toscanini's and then go to The Asgard before heading to the Edgerton House.	Toscanini's|The Asgard|Edgerton House	1|11|7	path_30.png
mit	Begin at La Verde's before heading to Cambridge Bicycle and then to the Clark Building.	La Verde's|Cambridge Bicycle|Clark Building	3|4|8	path_31.png
mit	From La Verde's fly southeast to Cambridge Bicycle, then take a right and head south west to Clark Building	La Verde's|Cambridge Bicycle|Clark Building	3|4|8	path_31.png
mit	Walk from La Verde's to Cambridge Bicycle, then turn right and walk to Clark Building.	La Verde's|Cambridge Bicycle|Clark Building	3|4|8	path_31.png
mit	Start at Cambridge Bicycle then go west to West Garage.	Cambridge Bicycle|West Garage	4|5	path_32.png
mit	Walk from Cambridge Bicycle west to West Garage.	Cambridge Bicycle|West Garage	4|5	path_32.png
mit	From Cambridge Bicycle fly west to West Garage	Cambridge Bicycle|West Garage	4|5	path_32.png
mit	Head west towards La Verde's	Toscanini's|Middlesex Lounge|MIT Museum|Cambridge Bicycle|La Verde's	1|12|9|4|3	path_266.png
mit	Begin at Toscanini's before heading to Middlesex Lounge and then to MIT Museum. Then go to Cambridge Bicycle before ending at La Verde's	Toscanini's|Middlesex Lounge|MIT Museum|Cambridge Bicycle|La Verde's	1|12|9|4|3	path_266.png
mit	Keep straight	Toscanini's|Middlesex Lounge|MIT Museum|Cambridge Bicycle|La Verde's	1|12|9|4|3	path_266.png
mit	Starting at Desi Bhaba travel north to Toscapini's.  Once there head out northwest to Middlesex lounge.  Continuing on from there travel west to Edgertons House.  At the house continue traveling west to West garage.	Desi Dhaba|Toscanini's|Middlesex Lounge|Edgerton House|West Garage	14|1|12|7|5	path_34.png
mit	Go from Desi Dhaba to Toscanini's. Continue on to Middlesex Lounge, and then go to Edgerton House. Finish at the West Garage.	Desi Dhaba|Toscanini's|Middlesex Lounge|Edgerton House|West Garage	14|1|12|7|5	path_34.png
mit	Go from Desi Dhaba to Toscanini's. Then, go to Middlesex Lounge. From there, go directly to Edgeton House. Finally, go to West Garage.	Desi Dhaba|Toscanini's|Middlesex Lounge|Edgerton House|West Garage	14|1|12|7|5	path_34.png
mit	Begin at MIT Museum and then go to Cambridge Bicycle before heading to the Jackson Building and West Garage, ending at La Verde's.	MIT Museum|Cambridge Bicycle|Jackson Building|West Garage|La Verde's	9|4|6|5|3	path_35.png
mit	straight left right straight	MIT Museum|Cambridge Bicycle|Jackson Building|West Garage|La Verde's	9|4|6|5|3	path_35.png
mit	Beginning at the MIT Museum, proceed to Cambridge Bicycle then turn left and travel to the Jackson Building. Then go to the West Garage, and complete the trip at La Verde's.	MIT Museum|Cambridge Bicycle|Jackson Building|West Garage|La Verde's	9|4|6|5|3	path_35.png
mit	Leave West Garage and head west to MIT Museum. After that, go up to Cambridge Bicycle then head up to La Verde's.	West Garage|MIT Museum|Cambridge Bicycle|La Verde's	5|9|4|3	path_267.png
mit	Go from West Garage to MIT Museum to Cambridge Bicycle to La Verde's	West Garage|MIT Museum|Cambridge Bicycle|La Verde's	5|9|4|3	path_267.png
mit	Begin at West Garage, go to MIT Museum, then Cambridge Bicycle. End at La Verde's	West Garage|MIT Museum|Cambridge Bicycle|La Verde's	5|9|4|3	path_267.png
mit	Starting at Cambridge Bicycle head south/southwest to Edgerton house.  Once at Edgerton house turn north/northwest and continue on to West garage.	Cambridge Bicycle|Edgerton House|West Garage	4|7|5	path_268.png
mit	Begin at Cambridge Bicycle, go to Edgerton House. End at West Garage	Cambridge Bicycle|Edgerton House|West Garage	4|7|5	path_268.png
mit	Go from Cambridge Bicycle to Edgerton House to West Garage	Cambridge Bicycle|Edgerton House|West Garage	4|7|5	path_268.png
mit	From Edgerton House, go east to Middlesex Lounge. Then turn northwest to MIT museum. Go southwest to Jackson Buding.	Edgerton House|Middlesex Lounge|MIT Museum|Jackson Building	7|12|9|6	path_36.png
mit	Starting from Edgerton house head east to Middlesex lounge.  Once there turn northwest and head to MIT Museum.  Once there turn southwest and head to Jackson building.	Edgerton House|Middlesex Lounge|MIT Museum|Jackson Building	7|12|9|6	path_36.png
mit	Start at the Edgerton House and then go to Middlesex Lounge, MIT Museum and ending at the Jackson Building.	Edgerton House|Middlesex Lounge|MIT Museum|Jackson Building	7|12|9|6	path_36.png
mit	Start at Middlesex Lounge and go to the West Garage, then finish at La Verde's.	Middlesex Lounge|West Garage|La Verde's	12|5|3	path_37.png
mit	Jump from Middlesex Lounge to West Garage and then La Verde's.	Middlesex Lounge|West Garage|La Verde's	12|5|3	path_37.png
mit	From Middlesex Lounge fly west to West Garage. Then take a right and fly north to La Verde's	Middlesex Lounge|West Garage|La Verde's	12|5|3	path_37.png
mit	Walk from The Asgard to Middlesex Lounge, then turn slightly left and walk to Cambridge Bicycle, then turn left and walk to Jackson Building.	The Asgard|Middlesex Lounge|Cambridge Bicycle|Jackson Building	11|12|4|6	path_269.png
mit	From The Asgard head North West North to Middlesex Lounge then head west north west to Cambridge Bicycle.  From there head south west to Jackson Building.	The Asgard|Middlesex Lounge|Cambridge Bicycle|Jackson Building	11|12|4|6	path_269.png
mit	Start at The Asgard then goto Middlesex Lounge then goto Cambridge BIcycle then finish at Jackson Building.	The Asgard|Middlesex Lounge|Cambridge Bicycle|Jackson Building	11|12|4|6	path_269.png
mit	Go Southeast from La Verde's until you see Cambridge Bicycle, then continue on past that to the MIT museum. You'll veer right a little there, and continue on until the Middlesex Lounge. Then turn right and go in a straight line directly West to get to Edgerton House.	La Verde's|Cambridge Bicycle|MIT Museum|Middlesex Lounge|Edgerton House	3|4|9|12|7	path_38.png
mit	Start at La Verde's then goto Cambridge Bicycle then goto MIT Museum then head to Middlesex Lounge then go west to Edgerton House.	La Verde's|Cambridge Bicycle|MIT Museum|Middlesex Lounge|Edgerton House	3|4|9|12|7	path_38.png
mit	Begin at La Verde's before heading to Cambridge Bicycle, the MIT Museum, Middlesex Lounge and finally, Edgerton House.	La Verde's|Cambridge Bicycle|MIT Museum|Middlesex Lounge|Edgerton House	3|4|9|12|7	path_38.png
mit	To get to the West Garage from the MIT Museum, start out going Northwest, then turn left at Cambridge Bicycle and go Southwest until you get to the Jackson Building. Turn right and go a mostly West but at little bit North, past Edgerton House and then on to the garage.	MIT Museum|Cambridge Bicycle|Jackson Building|Edgerton House|West Garage	9|4|6|7|5	path_271.png
mit	Walk from MIT Museum to Cambridge Bicycle, then turn left and walk to Jackson Building, then turn right and walk to Edgerton House, then continue straight to West Garage.	MIT Museum|Cambridge Bicycle|Jackson Building|Edgerton House|West Garage	9|4|6|7|5	path_271.png
mit	Starting atMIT Museum head for Cambridge Bicycle, then head for the Jackson Building, then head for the Edgerton House, then head for the West Garage	MIT Museum|Cambridge Bicycle|Jackson Building|Edgerton House|West Garage	9|4|6|7|5	path_271.png
mit	From The Asgard fly east to Toscanini's, then take a left and fly northwest to MIT Museum and finally to Cambridge Bicycle	The Asgard|Toscanini's|MIT Museum|Cambridge Bicycle	11|1|9|4	path_39.png
mit	from the asgard go north east to toscanini's and then go north west  to the MIT museum and from there go north east to cambridge bicycle.	The Asgard|Toscanini's|MIT Museum|Cambridge Bicycle	11|1|9|4	path_39.png
mit	Begin at The Asgard, go to Toscanini's, then MIT Museum. End at Cambridge Bicycle	The Asgard|Toscanini's|MIT Museum|Cambridge Bicycle	11|1|9|4	path_39.png
mit	liveabie streets head up at 2 oclock all the way ending at bytes	Bytes|LiveableStreets	13|10	path_41.png
